snapped_at,open,market_cap,total_volume,date,SMA_5,SMA_10,SMA_15,SMA_20,SMA_30,EMA_12,EMA_26,MACD,Signal_Line
2023-10-14 00:00:00 UTC,1550.966873,186000000000.0,7362297687.0,2023-10-14 00:00:00+00:00,1560.0663734000002,1597.7218041,1624.7748205999999,1619.133531,1619.3426912666666,1593.5098918936064,1614.119542463703,-20.60965057009662,-10.034010424155806
2023-10-15 00:00:00 UTC,1555.456208,187000000000.0,3481897793.0,2023-10-15 00:00:00+00:00,1555.122063,1588.4480876000002,1617.2726445333333,1617.8824516500001,1616.9766868333331,1587.6554789868978,1609.7741102812067,-22.118631294308898,-12.450934598186425
2023-10-16 00:00:00 UTC,1557.760809,187000000000.0,4201310279.0,2023-10-16 00:00:00+00:00,1553.1825796,1582.9246796000002,1609.7234347333333,1616.3469329499999,1614.1708885333333,1583.0562989889136,1605.9212731492655,-22.86497416035195,-14.533742510619529
2023-10-17 00:00:00 UTC,1601.23219,192000000000.0,14887178567.0,2023-10-17 00:00:00+00:00,1560.4457770000001,1578.4085584,1600.8843784000003,1616.78423615,1613.0646320333333,1585.8525899136962,1605.5739336567274,-19.721343743031184,-15.571262757101861
2023-10-18 00:00:00 UTC,1565.060588,188000000000.0,7529155375.0,2023-10-18 00:00:00+00:00,1566.0953336,1571.4063317,1594.2033226,1615.16642505,1611.1506923999998,1582.653820388512,1602.5729450895624,-19.91912470105035,-16.440835145891562
2023-10-19 00:00:00 UTC,1564.071187,188000000000.0,7161437900.0,2023-10-19 00:00:00+00:00,1568.7161964,1564.3912849,1588.0532682,1610.7601645500001,1608.7319116666667,1579.7949537133563,1599.720963008854,-19.92600929549758,-17.137869975812766
2023-10-20 00:00:00 UTC,1568.374683,188000000000.0,8131899029.0,2023-10-20 00:00:00+00:00,1571.2998914,1563.2109772000001,1582.7320222,1605.7794562499998,1606.2211205,1578.0379889882245,1597.3990163415315,-19.36102735330701,-17.582501451311614
2023-10-21 00:00:00 UTC,1603.909936,193000000000.0,10739505720.0,2023-10-21 00:00:00+00:00,1580.5297168,1566.8561482,1582.1263586666669,1602.42500525,1605.6336865333333,1582.0182885284976,1597.8813066866032,-15.86301815810566,-17.238604792670426
2023-10-22 00:00:00 UTC,1629.295529,196000000000.0,6818675336.0,2023-10-22 00:00:00+00:00,1586.1423846,1573.2940807999998,1580.9865004666667,1597.19887995,1607.1493959333334,1589.2917101394978,1600.2082861172253,-10.916575977727462,-15.974199029681834
2023-10-23 00:00:00 UTC,1664.570638,197000000000.0,8470836765.0,2023-10-23 00:00:00+00:00,1606.0443946,1586.0698641,1582.9523526666667,1597.1635906,1609.5194120666667,1600.8730836564982,1604.9758677381715,-4.102784081673235,-13.599916040080116
2023-10-24 00:00:00 UTC,1764.930309,213000000000.0,23272549998.0,2023-10-24 00:00:00+00:00,1646.216219,1607.4662077,1591.6662629333334,1602.5940059,1615.2444232333335,1626.1126567862675,1616.8243448686771,9.288311917590363,-9.02227044854602
2023-10-25 00:00:00 UTC,1784.773411,215000000000.0,28137390855.0,2023-10-25 00:00:00+00:00,1689.4959646,1630.397928,1605.3059729999998,1609.4230078,1622.0542770999998,1650.5220035883801,1629.2650164339605,21.256987154419676,-2.9664189279528816
2023-10-26 00:00:00 UTC,1785.555149,215000000000.0,15647597830.0,2023-10-26 00:00:00+00:00,1725.8250071999998,1653.177362,1619.8457678666666,1618.0510208,1628.6237426333332,1671.2963336517062,1640.8420632907041,30.454270361002045,3.717718929838104
2023-10-27 00:00:00 UTC,1804.161769,217000000000.0,19864145386.0,2023-10-27 00:00:00+00:00,1760.7982552,1673.4703199,1635.7954722666666,1625.93943915,1635.6795974000001,1691.737169859136,1652.9398192691706,38.79735058996539,10.733645261863561
2023-10-28 00:00:00 UTC,1780.570412,214000000000.0,12329788101.0,2023-10-28 00:00:00+00:00,1783.9982100000002,1695.0213023000001,1652.0459794000003,1633.213817,1641.7847174666667,1705.4038224961919,1662.393937249232,43.00988524695981,17.188893258882814
2023-10-29 00:00:00 UTC,1776.353566,214000000000.0,5385051174.0,2023-10-29 00:00:00+00:00,1786.2828613999998,1716.2495402,1667.0717589333333,1640.3204125500001,1645.9232897666666,1716.319167650624,1670.8353912307703,45.48377641985371,22.847869891076996
2023-10-30 00:00:00 UTC,1798.165414,216000000000.0,6733870972.0,2023-10-30 00:00:00+00:00,1788.961262,1739.2286132999998,1683.2523726666666,1651.2197952499998,1650.2625086,1728.9108978582203,1680.2672447692316,48.643653088988685,28.007026530659335
2023-10-31 00:00:00 UTC,1809.639301,218000000000.0,12283936341.0,2023-10-31 00:00:00+00:00,1793.7780923999999,1759.8015498,1700.0442721333336,1663.328849,1654.8838534333333,1741.3306521877248,1689.850360045585,51.48029214213989,32.70167965295545
